effect_id,study_id_str,outcome_id_str,sex_of_animals,disease_cohort_str,control_cohort_str,time,d.mean,d.sd,d.n,c.mean,c.sd,c.n,title,authors,breeder_strain,GD_first_administration,cross.fost,poly_I_C_daily_dose_mg_kg,intervention.no,year,ro_b_assessment_blinding_of_animal_carers_handlers,ro_b_assessment_blinding_of_outcome_assessors,ro_b_assessment_random_housing,ro_b_assessment_a_priori_power_calculations,ro_b_assessment_conflict_of_interest,ro_b_assessment_unit_of_analysis_error,ro_b_assessment_random_outcome_assessment,ro_b_assessment_presence_of_sequence_generation,ro_b_assessment_baseline_characteristics,ro_b_assessment_allocation_concealment,ro_b_assessment_incomplete_outcome_data,species_of_animal,strain,outcome_label,prepulse_intensity_d_b,pulse_intensity_d_b,prepulse_duration_ms,interstimulus_interval_ms,is_this_ppi_for_a_specific_pre_pulse_intensity_or_averaged_across_multiple,is_this_ppi_for_a_specific_pulse_intensity_or_is_it_averaged_across_multiple,disease_model,acute_or_chronic,duration_days_if_chronic,administration_route,frequency_of_administration_if_chronic,sham_equivalent,vehicle,author,background_db,pre_pulse_level_above_back,d.mean.adj,c.mean.adj,developmental_stage_PPI,polyIC.dose.cat,SMD,SMDV,same_coh_same_PPI_param_diff_time,same_cohort_diff_PPI_param
76,6c4fa7fa-2eb0-4a10-9cde-7d32a8c9b66a,37cb3d60-0826-475e-a695-4a491d927764,female ,fdd433b0-c9d4-4d1a-b92b-5a51040314e8,1c85fe6d-2765-42b4-a06f-b4793ef0c3e0,75,16.6,10.32375901,2,34.4,15.92168333,6,Repeated effects of the neurotensin receptor agonist PD149163 in three animal tests of antipsychotic activity: assessing for tolerance and cross-tolerance to clozapine.,Chou S and Davis C and Jones S and Li M ,0,13,0,4,0,2015,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,"73, 76, 82dB : 120dB : 20ms : 100ms","73, 76, 82",120,20,100,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4mg/kg : GD13-15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Chou S and Davis C and Jones S and Li M ,74,NA,83.4,65.6,adult,moderate,1.021698573,0.731908415,124,32
86,7a4dd937-4245-4a30-a8fb-e02650a5deab,02194e91-8752-4009-9a1e-87cf388f5bbf,male,a3b18cc6-c81e-4751-b7b9-ab1d4ad6561b,6ff4d9da-6252-46de-85c8-4a07cc23ce27,35,19.6,7.17,10,10,11.8,10,Using a maternal immune stimulation model of schizophrenia to study behavioral and neurobiological alterations over the developmental course.,Hadar R and Soto-Montenegro ML and G<c3><b6>tz T and Wieske F and Sohr R and Desco M and Hamani C and Weiner I and Pascau J and Winter C ,0,15,0,4,0,2015,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,"64, 68, 72dB : 100dB : 20ms : 100ms","64, 68, 72",100,20,100,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Hadar R and Soto-Montenegro ML and G<c3><b6>tz T and Wieske F and Sohr R and Desco M and Hamani C and Weiner I and Pascau J and Winter C ,60,NA,80.4,90,juvenile,moderate,-0.941616959,0.222166062,222,33
87,7a4dd937-4245-4a30-a8fb-e02650a5deab,02194e91-8752-4009-9a1e-87cf388f5bbf,male,a3b18cc6-c81e-4751-b7b9-ab1d4ad6561b,6ff4d9da-6252-46de-85c8-4a07cc23ce27,60,25.5,32.7,10,27.3,21.8,10,Using a maternal immune stimulation model of schizophrenia to study behavioral and neurobiological alterations over the developmental course.,Hadar R and Soto-Montenegro ML and G<c3><b6>tz T and Wieske F and Sohr R and Desco M and Hamani C and Weiner I and Pascau J and Winter C ,0,15,0,4,0,2015,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,"64, 68, 72dB : 100dB : 20ms : 100ms","64, 68, 72",100,20,100,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Hadar R and Soto-Montenegro ML and G<c3><b6>tz T and Wieske F and Sohr R and Desco M and Hamani C and Weiner I and Pascau J and Winter C ,60,NA,74.5,72.7,adult,moderate,0.062028963,0.20009619,222,34
88,7a4dd937-4245-4a30-a8fb-e02650a5deab,02194e91-8752-4009-9a1e-87cf388f5bbf,male,a3b18cc6-c81e-4751-b7b9-ab1d4ad6561b,6ff4d9da-6252-46de-85c8-4a07cc23ce27,100,21.6,19.4,10,47.3,11.4,10,Using a maternal immune stimulation model of schizophrenia to study behavioral and neurobiological alterations over the developmental course.,Hadar R and Soto-Montenegro ML and G<c3><b6>tz T and Wieske F and Sohr R and Desco M and Hamani C and Weiner I and Pascau J and Winter C ,0,15,0,4,0,2015,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,"64, 68, 72dB : 100dB : 20ms : 100ms","64, 68, 72",100,20,100,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Hadar R and Soto-Montenegro ML and G<c3><b6>tz T and Wieske F and Sohr R and Desco M and Hamani C and Weiner I and Pascau J and Winter C ,60,NA,78.4,52.7,adult,moderate,1.546823539,0.259816577,222,35
91,8f1d5335-916b-4f10-9e96-bbe504adcdcc,db6fd46d-4210-41ef-b161-27e6f3897d6d,male,3385baf8-0295-49ab-b1d0-27a10850d4ac,8a6e60da-1a38-40a0-a36a-a5b2647530f8,90,24.5,19.00657781,5,40.9,30.41052449,5,"Minocycline rescues decrease in neurogenesis, increase in microglia cytokines and deficits in sensorimotor gating in an animal model of schizophrenia.",Mattei D and Djodari-Irani A and Hadar R and Pelz A and de Coss<c3><ad>o LF and Goetz T and Matyash M and Kettenmann H and Winter C and Wolf SA ,0,15,0,4,0,2014,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,rat,wistar,"64dB, 68dB, 72dB : 120dB : 20ms : 100ms","64dB, 68dB, 72dB",120,20,100,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Mattei D and Djodari-Irani A and Hadar R and Pelz A and de Coss<c3><ad>o LF and Goetz T and Matyash M and Kettenmann H and Winter C and Wolf SA ,60,NA,75.5,59.1,adult,moderate,0.583814618,0.417041975,125,36
92,92e22238-4249-42e1-89f1-4dd3aaf22a8f,01676396-9398-4919-9c4b-fad47d16b520,female ,a07f82de-b7ce-403a-8818-8a07dc2305e7,20e330b9-4ca2-4f5a-810c-71d1ab6e4500,56,51.1,9.295160031,15,34.5,28.66007676,15,Maternal Immune Activation during Pregnancy Alters the Behavior Profile of Female Offspring of Sprague Dawley Rats.,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",0,15,0,4,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,82dB : 120dB : 20ms : 80ms,82,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",70,12,48.9,65.5,adult,moderate,-0.758072139,0.142911223,126,89
93,92e22238-4249-42e1-89f1-4dd3aaf22a8f,0745314a-68dd-431c-8417-0cffeba1e70d,female ,a07f82de-b7ce-403a-8818-8a07dc2305e7,20e330b9-4ca2-4f5a-810c-71d1ab6e4500,56,1.14,22.07600507,15,-10,40.2790268,15,Maternal Immune Activation during Pregnancy Alters the Behavior Profile of Female Offspring of Sprague Dawley Rats.,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",0,15,0,4,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,73dB : 120dB : 20ms : 80ms,73,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",70,3,98.86,110,adult,moderate,-0.33370847,0.135189356,127,89
94,92e22238-4249-42e1-89f1-4dd3aaf22a8f,4dc50bad-aa66-4615-bd48-4c851237a7bd,female ,a07f82de-b7ce-403a-8818-8a07dc2305e7,20e330b9-4ca2-4f5a-810c-71d1ab6e4500,56,-13,28.27277843,15,-25.4,42.99011514,15,Maternal Immune Activation during Pregnancy Alters the Behavior Profile of Female Offspring of Sprague Dawley Rats.,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",0,15,0,4,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,76dB : 120dB : 20ms : 30ms,76,120,20,30,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",70,6,113,125.4,adult,moderate,-0.331589857,0.135165864,128,89
95,92e22238-4249-42e1-89f1-4dd3aaf22a8f,529ee8fd-9b56-405a-8c78-30a8e89bd74e,female ,a07f82de-b7ce-403a-8818-8a07dc2305e7,20e330b9-4ca2-4f5a-810c-71d1ab6e4500,56,28.6,17.04112672,15,8.73,37.45174896,15,Maternal Immune Activation during Pregnancy Alters the Behavior Profile of Female Offspring of Sprague Dawley Rats.,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",0,15,0,4,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,76dB : 120dB : 20ms : 80ms,76,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",70,6,71.4,91.27,adult,moderate,-0.664450493,0.140691574,129,89
96,92e22238-4249-42e1-89f1-4dd3aaf22a8f,851418b5-3e43-4229-b4e9-4a1063721bec,female ,a07f82de-b7ce-403a-8818-8a07dc2305e7,20e330b9-4ca2-4f5a-810c-71d1ab6e4500,56,-11.4,25.94898842,15,-18.5,36.79334179,15,Maternal Immune Activation during Pregnancy Alters the Behavior Profile of Female Offspring of Sprague Dawley Rats.,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",0,15,0,4,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,73dB : 120dB : 20ms : 30ms,73,120,20,30,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",70,3,111.4,118.5,adult,moderate,-0.216979297,0.134118,130,89
97,92e22238-4249-42e1-89f1-4dd3aaf22a8f,d18eddea-9519-4ac2-bf11-12c9a9ca7689,female ,a07f82de-b7ce-403a-8818-8a07dc2305e7,20e330b9-4ca2-4f5a-810c-71d1ab6e4500,56,19,21.3014084,15,11.8,34.46955178,15,Maternal Immune Activation during Pregnancy Alters the Behavior Profile of Female Offspring of Sprague Dawley Rats.,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",0,15,0,4,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,82dB : 120dB : 20ms : 30ms,82,120,20,30,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lins, Brittney R and Marks, Wendie N and Zabder, Nadine K and Greba, Quentin and Howland, John G ",70,12,81,88.2,adult,moderate,-0.244487513,0.134329569,131,89
102,9e7eb761-e7dc-46b2-9c15-90370415088f,cad01bd8-d901-4503-9878-1963f704e214,female ,67a3de58-c97b-42ef-b3fa-6495788aeeff,16bb2542-08b9-45ba-8e31-2dc091d43472,60,46.7,18.55397532,17,47.8,15.25549081,17,The PPARÎ± agonist fenofibrate attenuates disruption of dopamine function in a maternal immune activation rat model of schizophrenia.,"De Felice, Marta and Melis, Miriam and Aroni, Sonia and Muntoni, Anna Lisa and Fanni, Silvia and Frau, Roberto and Devoto, Paola and Pistis, Marco ",0,15,0,4,0,2019,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,"74, 78, 86dB : 115 dB : ? ms : 100ms","74, 78, 86",115,NA,100,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4mg/kg : GD15 ,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"De Felice, Marta and Melis, Miriam and Aroni, Sonia and Muntoni, Anna Lisa and Fanni, Silvia and Frau, Roberto and Devoto, Paola and Pistis, Marco ",70,NA,53.3,52.2,adult,moderate,0.063231195,0.117705856,132,37
103,9e7eb761-e7dc-46b2-9c15-90370415088f,cad01bd8-d901-4503-9878-1963f704e214,male,cf9711d6-7684-426b-83a3-aa3414da594f,4905caf8-0b0c-4a23-8f1f-1aaeca211f3b,60,52.7,17.66691824,27,64.3,9.838699101,20,The PPARÎ± agonist fenofibrate attenuates disruption of dopamine function in a maternal immune activation rat model of schizophrenia.,"De Felice, Marta and Melis, Miriam and Aroni, Sonia and Muntoni, Anna Lisa and Fanni, Silvia and Frau, Roberto and Devoto, Paola and Pistis, Marco ",0,15,0,4,0,2019,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,"74, 78, 86dB : 115 dB : ? ms : 100ms","74, 78, 86",115,NA,100,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4mg/kg : GD15 ,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"De Felice, Marta and Melis, Miriam and Aroni, Sonia and Muntoni, Anna Lisa and Fanni, Silvia and Frau, Roberto and Devoto, Paola and Pistis, Marco ",70,NA,47.3,35.7,adult,moderate,0.766851301,0.093293004,133,38
105,b048df67-af99-4e48-8fcf-884ad04b38fa,01ffbe18-0a79-4264-b096-41372287931d,male,d838698f-1adc-488d-a981-8b6ab4b14fce,f59aa78b-90d5-4368-9bae-7b3613b1b6f8,84,-5.88,16.07343149,12,4.64,21.42539615,11,Sex differences in the effect of maternal immune activation on cognitive and psychosis-like behaviour in Long Evans rats.,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",0,15,0,4,0,2020,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,long-evans,72dB : 115dB : 20ms : 100ms ,72,115,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",70,2,105.88,95.36,adult,moderate,0.538939811,0.180556688,134,90
106,b048df67-af99-4e48-8fcf-884ad04b38fa,3b4b2963-a707-46e1-8f9c-a2b91fcd769c,male,d838698f-1adc-488d-a981-8b6ab4b14fce,f59aa78b-90d5-4368-9bae-7b3613b1b6f8,84,65.3,16.28127759,12,55.1,10.28153685,11,Sex differences in the effect of maternal immune activation on cognitive and psychosis-like behaviour in Long Evans rats.,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",0,15,0,4,0,2020,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,long-evans,86dB : 115dB : 20ms : 100ms ,86,115,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",70,16,34.7,44.9,adult,moderate,-0.714711145,0.185347033,135,90
107,b048df67-af99-4e48-8fcf-884ad04b38fa,3b4b2963-a707-46e1-8f9c-a2b91fcd769c,female ,70c8d799-61f9-4f17-8776-e712546cf788,fd318640-3d6e-4499-8f76-bf15b5118f23,84,54.4,10.11928851,10,65.9,11.4,9,Sex differences in the effect of maternal immune activation on cognitive and psychosis-like behaviour in Long Evans rats.,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",0,15,0,4,0,2020,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,long-evans,86dB : 115dB : 20ms : 100ms ,86,115,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",70,16,45.6,34.1,adult,moderate,1.022601859,0.238629915,136,91
108,b048df67-af99-4e48-8fcf-884ad04b38fa,01ffbe18-0a79-4264-b096-41372287931d,female ,70c8d799-61f9-4f17-8776-e712546cf788,fd318640-3d6e-4499-8f76-bf15b5118f23,84,0.59,23.2427408,10,15.3,17.7,9,Sex differences in the effect of maternal immune activation on cognitive and psychosis-like behaviour in Long Evans rats.,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",0,15,0,4,0,2020,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,long-evans,72dB : 115dB : 20ms : 100ms ,72,115,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",70,2,99.41,84.7,adult,moderate,0.674848418,0.223095858,137,91
109,b048df67-af99-4e48-8fcf-884ad04b38fa,e4476abc-5ee9-4211-bb53-9db1d20579a2,female ,70c8d799-61f9-4f17-8776-e712546cf788,fd318640-3d6e-4499-8f76-bf15b5118f23,84,31.5,13.9140217,10,45.6,6.9,9,Sex differences in the effect of maternal immune activation on cognitive and psychosis-like behaviour in Long Evans rats.,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",0,15,0,4,0,2020,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,long-evans,78dB : 115dB : 20ms : 100ms ,78,115,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",70,8,68.5,54.4,adult,moderate,1.205019336,0.249323522,138,91
110,b048df67-af99-4e48-8fcf-884ad04b38fa,e4476abc-5ee9-4211-bb53-9db1d20579a2,male,d838698f-1adc-488d-a981-8b6ab4b14fce,f59aa78b-90d5-4368-9bae-7b3613b1b6f8,84,27.9,16.97409791,12,55.1,10.28153685,11,Sex differences in the effect of maternal immune activation on cognitive and psychosis-like behaviour in Long Evans rats.,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",0,15,0,4,0,2020,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,long-evans,78dB : 115dB : 20ms : 100ms ,78,115,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",70,8,72.1,44.9,adult,moderate,1.847868872,0.24847328,139,90
111,b048df67-af99-4e48-8fcf-884ad04b38fa,5889b5a9-4bd7-4830-ad74-84d06946bbc4,male,d838698f-1adc-488d-a981-8b6ab4b14fce,f59aa78b-90d5-4368-9bae-7b3613b1b6f8,84,49.8,15.24204711,12,67.8,11.27652429,11,Sex differences in the effect of maternal immune activation on cognitive and psychosis-like behaviour in Long Evans rats.,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",0,15,0,4,0,2020,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,long-evans,82dB : 115dB : 20ms : 100ms ,82,115,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",70,12,50.2,32.2,adult,moderate,1.285064828,0.210142242,140,90
112,b048df67-af99-4e48-8fcf-884ad04b38fa,5889b5a9-4bd7-4830-ad74-84d06946bbc4,female ,70c8d799-61f9-4f17-8776-e712546cf788,fd318640-3d6e-4499-8f76-bf15b5118f23,84,45.6,12.01665511,10,58.5,9,9,Sex differences in the effect of maternal immune activation on cognitive and psychosis-like behaviour in Long Evans rats.,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",0,15,0,4,0,2020,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,long-evans,82dB : 115dB : 20ms : 100ms ,82,115,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",70,12,54.4,41.5,adult,moderate,1.151114077,0.245981206,141,91
113,b048df67-af99-4e48-8fcf-884ad04b38fa,a38bb900-8db2-464a-9a66-f4f7640e0923,male,d838698f-1adc-488d-a981-8b6ab4b14fce,f59aa78b-90d5-4368-9bae-7b3613b1b6f8,84,8.98,20.50748156,12,32.8,19.56808626,11,Sex differences in the effect of maternal immune activation on cognitive and psychosis-like behaviour in Long Evans rats.,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",0,15,0,4,0,2020,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,long-evans,74dB : 115dB : 20ms : 100ms ,74,115,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Gogos, Andrea and Sbisa, Alyssa and Witkamp, Diede and van den Buuse, Maarten ",70,4,91.02,67.2,adult,moderate,1.144109917,0.202698674,142,90
